age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,tenure_days
47,Female,Dublin,Individual,Prepay,Essentials,57,0,Yes,Active,40.4,430,475,No,Yes,3,8,214.2,0,5,Credit Card,Yes,5,108.09,Yes,No,No,0.1,1,52.7,0.47,29,350
54,Male,Galway,Family,Prepay,Essentials,34,12,Yes,Active,73.5,2022,190,Yes,Yes,29,4,175.8,3,4,Credit Card,Yes,4,155.0,No,No,No,0.17,3,63.8,0.45,22,360
40,Male,Dublin,Individual,Prepay,Freedom,66,1,Yes,Active,57.7,858,429,No,Yes,0,0,270.9,0,5,Credit Card,Yes,5,483.33,Yes,No,No,0.64,2,45.9,0.18,96,30
27,Female,Galway,Individual,Prepay,Freedom,44,12,Yes,Active,45.2,229,148,No,No,22,13,248.9,1,2,Debit Card,Yes,0,424.34,No,No,No,0.27,2,2.4,0.61,15,360
22,Other,Dublin,Individual,SIM-only,Freedom,85,1,Yes,Active,58.7,2417,86,No,No,27,4,215.3,2,3,Credit Card,Yes,3,439.97,No,No,No,0.53,1,9.5,0.72,-64,30
53,Female,Dublin,Individual,Postpay,Essentials,14,1,Yes,Active,39.7,177,415,Yes,Yes,8,7,10.7,4,4,Credit Card,Yes,0,230.01,No,No,Yes,0.25,3,12.4,0.15,29,30
51,Male,Other,Individual,Postpay,Essentials,31,1,No,Active,93.9,1433,7,No,No,16,13,112.7,2,1,Credit Card,Yes,0,311.9,Yes,Yes,Yes,0.56,3,16.0,0.76,-40,30
69,Female,Dublin,Individual,Postpay,Freedom,86,24,Yes,Active,10.2,2615,222,Yes,Yes,13,15,189.9,4,1,Credit Card,Yes,4,188.38,Yes,No,No,0.46,0,57.8,0.7,-61,720
48,Female,Other,Individual,SIM-only,Unlimited,66,24,No,Active,69.0,1613,356,Yes,Yes,16,5,157.2,1,3,Credit Card,Yes,3,38.86,No,No,No,0.44,1,23.0,0.2,90,720
27,Female,Dublin,Individual,Postpay,Unlimited,56,1,Yes,Active,89.7,2840,15,No,No,0,7,96.5,1,5,Credit Card,No,5,200.53,No,No,No,0.37,0,23.2,0.65,-76,30
36,Male,Galway,Family,Postpay,Essentials,63,1,Yes,Active,81.4,1763,295,Yes,Yes,9,1,44.2,1,5,Credit Card,Yes,3,296.99,No,No,No,0.32,1,54.6,0.39,22,30
49,Female,Galway,Family,Prepay,Freedom,12,0,Yes,Active,22.5,2947,105,No,Yes,22,18,166.3,0,4,Credit Card,Yes,5,143.57,No,No,No,0.27,0,30.3,0.68,65,129
18,Female,Cork,Individual,Prepay,Unlimited,62,12,Yes,Active,33.1,1774,282,No,Yes,15,8,86.5,2,4,Debit Card,Yes,2,423.98,Yes,No,No,0.33,0,5.6,0.5,-64,360
22,Other,Dublin,Individual,Postpay,Freedom,93,1,Yes,Active,73.1,974,103,No,No,26,4,70.7,4,5,Credit Card,Yes,1,75.55,No,No,No,0.53,3,42.5,0.05,-74,30
62,Male,Dublin,Individual,Postpay,Unlimited,40,24,Yes,Active,13.0,81,360,No,No,24,4,120.3,1,4,Debit Card,No,4,183.56,Yes,No,Yes,0.41,3,10.2,0.79,-17,720
21,Female,Dublin,Individual,Postpay,Essentials,78,24,No,Cancelled,82.1,845,145,No,No,18,18,235.9,1,5,Debit Card,Yes,5,62.45,No,No,No,0.32,2,41.6,0.56,77,720
33,Female,Dublin,Individual,Prepay,Unlimited,97,1,Yes,Active,73.3,2809,34,No,Yes,23,3,146.9,4,3,Debit Card,Yes,5,202.42,No,No,No,0.43,2,56.4,0.72,61,30
41,Male,Galway,Individual,Prepay,Freedom,42,1,Yes,Active,74.3,1216,112,No,No,24,15,65.7,2,4,Direct Debit,No,3,19.83,Yes,No,Yes,0.25,3,67.0,0.13,-57,30
33,Female,Other,Individual,Postpay,Unlimited,81,24,No,Active,14.5,617,307,No,Yes,2,15,36.0,2,5,Credit Card,Yes,4,136.27,No,No,No,0.18,3,5.8,0.72,-29,720
19,Female,Other,Individual,Prepay,Freedom,97,24,No,Active,73.2,2263,398,No,No,27,15,150.2,4,4,Credit Card,Yes,5,200.37,No,Yes,No,0.14,0,22.6,0.41,31,720
66,Male,Galway,Individual,Postpay,Freedom,59,0,Yes,Active,69.6,2337,446,Yes,Yes,11,6,238.5,3,1,Debit Card,Yes,2,239.08,No,No,No,0.41,2,47.3,0.8,79,257
45,Male,Galway,Family,Postpay,Unlimited,93,1,Yes,Active,83.9,444,52,No,Yes,2,17,196.2,2,1,Debit Card,Yes,0,271.85,Yes,No,No,0.32,3,23.4,0.6,-46,30
49,Female,Galway,Family,Postpay,Essentials,25,1,No,Cancelled,9.0,922,346,Yes,Yes,14,0,70.4,4,2,Debit Card,Yes,5,137.5,Yes,No,Yes,0.28,1,33.0,0.35,-28,30
44,Male,Dublin,Individual,Postpay,Freedom,85,1,Yes,Active,7.2,2599,80,Yes,No,16,2,131.6,4,5,Credit Card,Yes,3,261.52,Yes,No,Yes,0.08,1,2.4,0.2,-89,30
37,Female,Other,Business,Postpay,Freedom,86,0,Yes,Cancelled,40.4,192,103,Yes,No,17,7,256.7,1,2,Debit Card,Yes,2,254.5,Yes,No,Yes,0.25,2,50.2,0.82,41,207
41,Male,Galway,Business,Postpay,Freedom,48,0,Yes,Active,19.1,1662,321,No,Yes,6,0,54.1,4,5,Direct Debit,No,4,158.09,No,Yes,No,0.33,1,63.7,0.56,62,184
29,Female,Cork,Individual,Postpay,Unlimited,98,12,No,Active,58.0,288,368,No,Yes,18,6,160.1,0,4,Credit Card,Yes,5,415.1,No,Yes,Yes,0.15,0,70.4,0.99,-95,360
67,Male,Dublin,Individual,Postpay,Essentials,55,1,Yes,Active,92.1,2630,241,Yes,No,6,6,107.5,1,5,Direct Debit,No,2,272.82,Yes,No,No,0.42,2,60.0,0.37,-54,30
52,Female,Cork,Individual,Prepay,Freedom,97,0,No,Active,42.2,1167,30,No,Yes,4,7,38.1,1,1,Credit Card,Yes,2,166.13,No,No,No,0.08,3,3.3,0.69,50,268
50,Other,Cork,Business,Prepay,Freedom,56,1,Yes,Active,85.3,1430,316,No,No,25,18,15.9,2,4,Credit Card,Yes,2,473.67,No,No,Yes,0.08,1,47.3,0.62,14,30
50,Other,Other,Family,Prepay,Essentials,53,24,No,Active,5.0,1834,191,No,No,7,16,167.2,3,1,Credit Card,Yes,2,422.56,Yes,No,No,0.28,0,36.2,0.64,-33,720
68,Female,Cork,Individual,Postpay,Freedom,18,24,Yes,Active,21.0,2904,356,No,Yes,20,10,7.2,2,4,Credit Card,No,2,491.29,Yes,No,No,0.08,3,67.6,0.74,92,720
60,Male,Dublin,Individual,Postpay,Essentials,96,1,Yes,Cancelled,7.9,1970,360,No,Yes,15,14,31.9,0,5,Debit Card,Yes,2,346.12,Yes,No,No,0.17,4,65.1,0.14,-42,30
54,Female,Other,Individual,Postpay,Freedom,59,1,No,Active,36.2,2828,232,No,Yes,15,8,104.9,1,5,Debit Card,Yes,1,189.11,No,No,No,0.13,0,71.2,0.55,36,30
29,Male,Dublin,Individual,Prepay,Unlimited,86,24,Yes,Active,91.3,895,97,No,Yes,18,16,14.0,1,1,Debit Card,Yes,4,140.43,No,Yes,No,0.28,1,62.2,0.51,18,720
20,Male,Cork,Individual,Prepay,Freedom,69,1,Yes,Cancelled,14.2,919,33,No,Yes,24,10,120.7,4,3,Credit Card,Yes,0,331.66,No,No,No,0.04,0,39.8,0.34,85,30
18,Male,Dublin,Family,SIM-only,Freedom,24,1,Yes,Active,62.6,2611,242,Yes,No,14,5,40.0,3,5,Credit Card,No,4,490.41,Yes,No,No,0.19,4,51.8,0.44,-53,30
50,Female,Galway,Individual,Prepay,Unlimited,45,1,Yes,Active,47.9,2034,438,No,Yes,6,8,105.6,3,3,Credit Card,Yes,3,313.36,No,No,Yes,0.46,4,69.5,0.52,90,30
57,Female,Other,Family,Postpay,Freedom,72,0,Yes,Active,94.2,1552,58,No,Yes,4,17,237.6,4,4,Direct Debit,Yes,3,440.81,Yes,Yes,No,0.53,0,42.0,0.32,-92,172
27,Female,Dublin,Family,Postpay,Unlimited,78,1,Yes,Active,16.6,1700,258,No,No,22,19,188.3,0,3,Credit Card,Yes,4,164.55,No,No,No,0.11,3,60.6,0.29,71,30
60,Male,Other,Family,Postpay,Freedom,95,24,Yes,Active,25.1,2060,16,No,No,10,1,134.2,3,1,Direct Debit,Yes,2,203.48,No,No,No,0.08,3,67.9,0.74,-55,720
61,Male,Dublin,Individual,Prepay,Unlimited,89,12,Yes,Active,7.8,1725,77,No,No,9,3,28.5,1,2,Credit Card,Yes,1,453.14,Yes,No,Yes,0.28,4,41.5,0.07,42,360
46,Other,Other,Individual,Prepay,Essentials,50,1,Yes,Active,46.2,2387,205,Yes,Yes,24,17,186.1,0,2,Credit Card,Yes,0,378.43,No,No,No,0.17,2,12.3,0.31,80,30
30,Male,Galway,Individual,Prepay,Unlimited,83,24,Yes,Active,31.4,2912,301,No,No,20,0,49.9,2,1,Credit Card,No,5,490.71,No,No,No,0.03,2,12.0,0.65,75,720
29,Male,Other,Individual,Postpay,Essentials,33,0,No,Active,87.6,1897,165,Yes,No,22,10,23.9,2,2,Credit Card,Yes,5,387.38,No,No,Yes,0.2,3,9.2,0.21,-29,46
48,Male,Dublin,Individual,Postpay,Freedom,91,1,Yes,Active,62.5,1799,290,No,Yes,26,2,199.5,0,1,Direct Debit,Yes,2,224.26,Yes,No,No,0.41,2,34.8,0.57,27,30
63,Female,Other,Individual,Prepay,Freedom,58,12,Yes,Active,63.3,311,384,No,Yes,8,7,273.7,1,5,Debit Card,No,4,265.53,No,Yes,Yes,0.08,3,35.1,0.3,69,360
19,Female,Galway,Individual,Postpay,Freedom,27,12,No,Active,55.5,2780,111,Yes,Yes,0,4,138.7,2,3,Direct Debit,Yes,5,450.26,No,No,Yes,0.27,1,44.8,0.84,9,360
68,Male,Dublin,Individual,Postpay,Freedom,16,0,Yes,Active,13.7,1127,412,No,No,19,19,13.3,1,2,Direct Debit,Yes,4,275.82,No,No,No,0.41,3,35.3,0.35,44,314
67,Male,Other,Individual,Prepay,Freedom,13,1,No,Active,47.3,338,387,No,Yes,0,4,264.2,4,5,Debit Card,Yes,1,127.7,Yes,No,No,0.33,1,70.1,0.23,-66,30
52,Female,Dublin,Individual,Postpay,Freedom,99,12,No,Active,100.0,2347,316,Yes,No,7,10,21.0,3,2,Debit Card,Yes,1,217.81,No,No,No,0.4,4,21.7,0.53,58,360
40,Female,Other,Family,Postpay,Essentials,78,12,No,Active,84.3,358,352,No,No,2,11,260.4,0,4,Debit Card,Yes,4,258.16,Yes,No,No,0.44,2,63.0,0.14,31,360
34,Male,Dublin,Family,Prepay,Essentials,69,12,Yes,Cancelled,89.9,2216,144,No,Yes,1,8,118.2,3,1,Debit Card,No,2,48.36,No,Yes,No,0.16,4,8.1,0.8,-53,360
43,Female,Galway,Individual,Prepay,Essentials,64,1,No,Active,83.2,1172,155,No,Yes,29,12,110.3,4,1,Credit Card,Yes,2,371.88,Yes,Yes,No,0.42,0,43.7,0.68,41,30
25,Male,Cork,Individual,Postpay,Freedom,25,0,No,Active,14.8,2808,177,Yes,Yes,3,19,163.3,2,5,Credit Card,Yes,2,54.68,Yes,No,No,0.28,0,47.0,0.77,52,34
46,Male,Dublin,Individual,Postpay,Essentials,99,1,Yes,Active,26.6,767,345,No,Yes,26,2,287.2,1,4,Debit Card,Yes,5,202.46,No,No,Yes,0.09,4,55.8,0.4,-55,30
43,Female,Dublin,Individual,Postpay,Freedom,91,0,Yes,Active,5.3,2089,135,No,No,18,12,269.7,1,3,Credit Card,Yes,0,402.31,No,Yes,No,0.39,3,36.7,0.84,-53,40
27,Male,Dublin,Individual,Postpay,Freedom,38,24,Yes,Active,33.8,201,417,Yes,No,10,10,141.6,4,4,Credit Card,Yes,0,233.79,No,No,Yes,0.53,3,15.0,0.49,67,720
43,Female,Cork,Family,Postpay,Essentials,32,1,Yes,Active,15.3,1692,314,Yes,Yes,4,10,209.1,0,4,Direct Debit,Yes,2,421.01,No,No,No,0.18,2,27.2,0.09,77,30
51,Male,Dublin,Individual,Prepay,Freedom,23,1,Yes,Active,49.9,463,17,No,No,28,19,174.5,3,3,Credit Card,Yes,4,170.94,Yes,No,Yes,0.33,4,20.3,0.22,-94,30
68,Male,Cork,Individual,Postpay,Unlimited,88,12,Yes,Cancelled,69.3,448,350,No,Yes,23,6,208.3,2,3,Debit Card,Yes,1,478.82,Yes,No,Yes,0.52,0,30.8,0.71,-6,360
58,Other,Dublin,Individual,Postpay,Essentials,58,1,Yes,Active,88.1,912,442,Yes,Yes,9,16,249.0,0,4,Credit Card,No,3,104.73,No,No,No,0.36,4,38.6,0.9,-41,30
24,Male,Dublin,Individual,Prepay,Freedom,42,1,Yes,Active,76.2,797,154,No,Yes,23,15,11.3,4,2,Debit Card,Yes,1,19.13,Yes,No,No,0.26,4,45.4,0.1,-66,30
21,Female,Galway,Individual,Postpay,Freedom,34,24,Yes,Active,94.2,793,271,No,Yes,26,13,98.4,4,2,Credit Card,No,1,436.21,No,No,No,0.13,2,61.0,0.86,90,720
67,Male,Dublin,Individual,Postpay,Freedom,30,24,Yes,Active,10.1,436,265,No,No,22,0,287.8,1,4,Direct Debit,Yes,3,376.1,No,No,No,0.39,3,65.6,0.8,47,720
62,Male,Other,Individual,Prepay,Freedom,26,12,No,Cancelled,6.2,1916,359,Yes,No,7,10,284.9,2,2,Direct Debit,Yes,2,115.99,No,Yes,Yes,0.12,0,33.8,0.36,43,360
28,Male,Other,Individual,SIM-only,Freedom,32,0,Yes,Cancelled,67.8,1773,331,No,Yes,12,12,4.4,0,3,Direct Debit,Yes,1,492.37,No,No,No,0.08,2,7.3,0.69,49,237
46,Female,Galway,Individual,Prepay,Freedom,66,12,Yes,Active,32.5,530,405,Yes,Yes,28,0,61.2,1,3,Credit Card,No,3,251.14,Yes,Yes,No,0.42,0,57.6,0.19,63,360
53,Male,Cork,Individual,Prepay,Essentials,90,12,Yes,Cancelled,29.1,564,15,No,Yes,4,1,298.1,2,2,Credit Card,No,5,475.53,No,No,No,0.2,0,34.9,0.81,-82,360
42,Female,Other,Individual,Prepay,Freedom,67,0,Yes,Active,36.4,1620,11,No,Yes,25,8,148.4,3,3,Direct Debit,No,4,252.51,No,Yes,No,0.11,3,39.8,0.66,29,110
38,Male,Dublin,Business,Postpay,Freedom,23,1,No,Cancelled,30.6,1296,74,No,No,25,12,172.3,3,1,Direct Debit,No,4,235.94,No,No,No,0.24,3,43.3,0.44,-33,30
53,Other,Dublin,Individual,Postpay,Essentials,29,24,No,Active,53.6,2919,211,No,No,26,4,50.8,1,3,Direct Debit,Yes,4,224.57,No,No,No,0.04,2,48.4,0.86,-3,720
27,Male,Dublin,Individual,Prepay,Freedom,39,0,Yes,Active,46.8,212,178,No,No,11,8,268.4,0,4,Debit Card,Yes,2,167.44,No,No,No,0.21,1,64.2,0.14,-94,62
54,Female,Galway,Individual,Postpay,Unlimited,28,12,No,Active,53.7,948,128,No,Yes,26,12,70.1,2,5,Credit Card,Yes,1,266.85,No,Yes,No,0.19,2,68.6,0.85,-54,360
26,Female,Dublin,Individual,Prepay,Freedom,62,1,Yes,Active,68.9,1127,282,Yes,Yes,12,4,57.7,3,2,Credit Card,Yes,1,226.28,Yes,No,No,0.31,2,67.8,0.02,76,30
41,Female,Cork,Individual,Postpay,Freedom,65,1,Yes,Active,41.8,191,194,No,Yes,21,14,69.2,3,2,Direct Debit,No,0,18.37,No,Yes,No,0.52,1,58.5,0.75,-58,30
52,Female,Other,Individual,Postpay,Unlimited,86,0,Yes,Active,28.9,1403,267,Yes,Yes,7,6,276.0,0,3,Debit Card,Yes,4,130.22,Yes,Yes,No,0.24,0,64.1,0.57,-69,334
66,Female,Other,Family,Postpay,Freedom,91,24,No,Active,20.8,1990,29,No,Yes,14,13,211.2,1,3,Credit Card,Yes,2,106.56,Yes,No,No,0.31,4,4.5,0.7,44,720
52,Female,Cork,Individual,SIM-only,Freedom,32,1,Yes,Active,38.2,1104,8,No,Yes,12,15,230.8,4,5,Credit Card,Yes,3,433.72,Yes,No,No,0.33,1,61.3,0.41,27,30
65,Male,Dublin,Individual,Prepay,Freedom,71,12,Yes,Active,75.5,704,308,No,Yes,0,5,113.7,2,5,Debit Card,Yes,2,299.43,Yes,Yes,Yes,0.22,4,6.1,0.86,18,360
53,Male,Other,Individual,Prepay,Unlimited,42,12,No,Cancelled,76.9,548,444,No,No,21,1,272.8,3,4,Debit Card,Yes,1,381.84,Yes,No,No,0.13,0,54.0,0.31,-87,360
35,Female,Cork,Family,Postpay,Freedom,27,12,Yes,Active,68.4,1861,309,No,No,5,15,237.0,4,1,Credit Card,Yes,4,478.41,No,No,Yes,0.21,1,13.0,0.27,-20,360
66,Female,Dublin,Individual,SIM-only,Freedom,82,24,Yes,Cancelled,27.2,153,164,No,Yes,10,18,225.4,0,4,Credit Card,Yes,0,322.02,Yes,No,Yes,0.17,3,26.6,0.3,59,720
56,Female,Dublin,Individual,Prepay,Freedom,42,12,No,Active,60.9,1665,192,No,No,12,4,291.3,1,2,Credit Card,Yes,5,491.3,No,No,Yes,0.11,2,14.1,0.77,87,360
49,Female,Other,Individual,Prepay,Unlimited,41,1,Yes,Active,59.2,570,425,Yes,Yes,20,3,110.5,2,3,Credit Card,Yes,2,155.88,Yes,No,Yes,0.21,1,32.5,0.5,87,30
41,Male,Galway,Individual,Prepay,Freedom,70,24,Yes,Active,51.0,1784,304,No,Yes,19,13,183.7,0,4,Direct Debit,Yes,0,93.13,No,No,No,0.49,1,30.2,0.54,-49,720
40,Male,Other,Individual,Postpay,Essentials,63,12,Yes,Active,57.2,2287,259,No,No,0,5,273.1,1,3,Debit Card,No,1,201.65,Yes,No,No,0.32,0,4.4,0.83,93,360
49,Female,Other,Individual,Prepay,Unlimited,26,1,Yes,Active,51.7,2421,191,No,Yes,10,7,237.5,0,3,Debit Card,Yes,3,235.4,Yes,No,No,0.25,3,60.0,0.83,-97,30
54,Male,Cork,Individual,Postpay,Freedom,28,0,Yes,Active,58.7,804,78,Yes,No,25,2,169.5,3,4,Debit Card,Yes,2,447.68,Yes,No,No,0.24,1,61.6,0.16,90,188
29,Male,Cork,Individual,SIM-only,Essentials,100,24,Yes,Active,73.0,798,178,No,Yes,10,3,23.8,3,4,Credit Card,Yes,5,279.97,No,No,Yes,0.25,3,56.9,0.55,-68,720
66,Female,Cork,Individual,Postpay,Freedom,79,1,Yes,Active,15.4,610,90,Yes,Yes,7,0,196.2,4,5,Debit Card,Yes,1,146.09,No,No,No,0.09,4,61.2,0.13,5,30
30,Male,Dublin,Individual,Prepay,Freedom,43,12,Yes,Active,76.2,2735,455,Yes,Yes,21,1,158.4,0,1,Direct Debit,Yes,4,371.32,Yes,No,No,0.17,1,54.3,0.87,28,360
40,Female,Cork,Family,Postpay,Unlimited,93,1,No,Active,17.9,2821,443,Yes,No,2,12,56.1,3,5,Debit Card,Yes,2,252.92,Yes,No,Yes,0.53,3,67.6,0.84,-4,30
42,Male,Galway,Individual,Prepay,Essentials,34,0,No,Active,11.3,1806,214,No,No,27,8,264.8,1,1,Credit Card,Yes,0,81.07,Yes,No,Yes,0.28,2,41.9,0.85,-37,303
52,Female,Galway,Individual,Postpay,Unlimited,77,12,Yes,Active,97.7,142,78,No,No,18,11,103.6,4,4,Debit Card,Yes,2,288.41,No,No,No,0.48,0,42.4,0.7,27,360
58,Male,Other,Individual,Postpay,Freedom,83,0,Yes,Active,95.9,271,474,No,No,11,9,116.9,2,1,Direct Debit,No,1,455.7,No,No,Yes,0.6,3,62.1,0.47,-64,144
47,Male,Cork,Individual,Prepay,Essentials,83,1,No,Active,10.7,1555,414,Yes,Yes,5,9,202.0,0,2,Credit Card,Yes,1,421.31,Yes,Yes,No,0.16,0,25.8,0.4,25,30
34,Male,Galway,Family,Postpay,Unlimited,97,12,Yes,Active,47.1,2473,102,No,Yes,27,17,147.2,3,5,Credit Card,Yes,0,293.4,Yes,No,Yes,0.39,1,4.6,0.4,-31,360
66,Male,Galway,Individual,Postpay,Freedom,94,1,Yes,Active,22.7,2093,110,No,No,22,11,27.7,1,5,Direct Debit,No,5,188.54,No,No,Yes,0.14,1,54.2,0.07,34,30
37,Male,Cork,Individual,Postpay,Essentials,20,12,No,Active,51.1,2142,455,No,Yes,7,15,116.8,0,5,Direct Debit,Yes,1,43.49,Yes,No,Yes,0.24,4,19.1,0.95,3,360
65,Male,Galway,Individual,Prepay,Freedom,100,24,No,Active,83.9,2111,477,No,No,4,5,29.2,1,3,Credit Card,Yes,2,234.82,No,No,No,0.47,0,34.7,0.45,51,720
42,Female,Dublin,Individual,Postpay,Unlimited,25,12,No,Active,95.3,2460,313,No,Yes,9,9,58.0,4,3,Credit Card,Yes,5,376.04,Yes,No,Yes,0.53,2,18.1,0.93,13,360
39,Male,Cork,Individual,SIM-only,Freedom,99,0,No,Active,65.3,458,246,No,Yes,21,14,3.1,3,4,Credit Card,Yes,0,180.14,No,No,Yes,0.3,2,59.7,0.88,95,246
30,Female,Dublin,Individual,Postpay,Essentials,70,0,Yes,Active,38.6,1738,233,No,Yes,15,8,55.2,3,4,Credit Card,No,1,117.72,No,No,No,0.35,3,69.0,0.83,-46,290
36,Female,Dublin,Individual,SIM-only,Essentials,89,12,Yes,Active,62.3,1432,81,No,No,11,1,99.8,4,3,Direct Debit,Yes,1,465.69,No,Yes,No,0.08,2,4.9,0.59,20,360
66,Female,Cork,Family,Prepay,Essentials,16,24,Yes,Active,34.6,2517,131,No,No,16,17,161.9,1,5,Credit Card,Yes,2,410.78,No,Yes,No,0.65,0,17.6,0.1,22,720
53,Male,Galway,Individual,Postpay,Freedom,25,24,Yes,Active,91.4,2857,494,No,Yes,5,11,275.9,0,3,Credit Card,No,1,319.14,No,No,No,0.44,1,14.5,0.32,-98,720
29,Female,Other,Family,Postpay,Freedom,25,24,Yes,Active,87.7,505,234,No,Yes,8,2,162.6,1,1,Direct Debit,Yes,2,68.39,No,No,No,0.09,0,48.8,0.6,-9,720
58,Male,Galway,Family,Postpay,Essentials,49,1,No,Active,58.0,1709,277,No,Yes,9,6,212.0,0,5,Credit Card,Yes,4,72.45,Yes,No,Yes,0.3,0,31.4,0.01,50,30
36,Male,Galway,Family,Postpay,Essentials,21,1,No,Active,35.9,1096,386,No,Yes,19,8,107.9,4,3,Debit Card,Yes,5,51.61,No,No,No,0.17,1,33.4,0.04,63,30
29,Other,Cork,Individual,Prepay,Freedom,44,1,Yes,Cancelled,32.9,83,334,Yes,No,13,7,225.7,2,4,Credit Card,Yes,2,308.15,No,No,No,0.47,0,12.2,0.68,84,30
26,Male,Galway,Individual,Prepay,Unlimited,30,0,No,Active,8.2,58,98,No,Yes,13,5,186.5,0,3,Direct Debit,Yes,3,57.78,No,No,No,0.3,2,30.4,0.89,18,187
24,Female,Dublin,Family,Prepay,Freedom,59,0,No,Active,82.5,1044,430,Yes,Yes,25,0,138.5,3,2,Direct Debit,Yes,1,421.31,Yes,No,No,0.01,3,22.5,0.86,75,74
45,Female,Dublin,Individual,Prepay,Unlimited,52,24,Yes,Active,47.8,1481,37,Yes,Yes,28,13,58.9,3,3,Credit Card,No,4,496.48,No,No,Yes,0.17,3,44.4,0.17,40,720
31,Female,Dublin,Individual,Postpay,Freedom,26,1,Yes,Active,35.9,2965,160,Yes,Yes,16,15,91.8,3,5,Direct Debit,Yes,5,183.17,No,No,No,0.24,0,16.4,0.91,-40,30
48,Female,Cork,Family,Prepay,Essentials,41,1,Yes,Active,49.8,2204,461,No,No,29,15,186.7,1,3,Direct Debit,Yes,0,226.83,No,No,No,0.37,1,44.7,0.7,51,30
69,Male,Dublin,Family,Prepay,Unlimited,50,0,Yes,Active,82.8,1352,431,No,Yes,26,3,128.4,1,4,Direct Debit,Yes,3,355.83,Yes,No,No,0.32,4,27.8,0.72,70,149
36,Male,Dublin,Individual,Postpay,Freedom,15,24,Yes,Active,16.8,1596,448,No,Yes,24,5,266.9,1,1,Credit Card,Yes,0,468.58,Yes,No,No,0.14,0,25.6,0.3,0,720
64,Female,Dublin,Individual,Postpay,Freedom,97,12,Yes,Active,86.5,575,116,No,No,15,14,71.2,3,2,Credit Card,Yes,3,447.05,Yes,No,No,0.12,0,22.7,0.72,15,360
33,Male,Other,Individual,Postpay,Unlimited,36,12,Yes,Active,90.3,2884,240,No,Yes,3,7,22.8,0,5,Credit Card,No,4,28.8,No,Yes,Yes,0.35,4,48.8,0.71,-68,360
22,Male,Dublin,Family,Postpay,Essentials,29,24,Yes,Cancelled,94.9,679,25,No,No,1,0,177.2,3,4,Credit Card,Yes,5,84.54,No,No,No,0.41,3,40.9,0.59,-23,720
52,Male,Cork,Business,Prepay,Essentials,34,1,No,Active,42.8,202,135,No,Yes,15,12,265.9,0,2,Credit Card,Yes,4,377.3,No,Yes,No,0.25,3,61.5,0.36,-77,30
29,Male,Dublin,Individual,Postpay,Freedom,75,12,Yes,Cancelled,25.6,1129,49,No,Yes,0,17,110.1,1,3,Credit Card,Yes,4,344.45,No,No,Yes,0.69,4,18.2,0.81,49,360
42,Male,Galway,Individual,Postpay,Essentials,18,0,No,Cancelled,40.5,317,463,Yes,Yes,2,17,194.7,2,2,Debit Card,Yes,3,66.61,No,No,No,0.45,1,3.8,0.94,-49,244
69,Male,Dublin,Family,Prepay,Essentials,62,0,Yes,Active,36.6,1205,293,No,Yes,22,12,70.2,1,1,Debit Card,No,2,251.03,No,No,No,0.55,0,13.9,0.87,0,157
38,Female,Dublin,Individual,Postpay,Essentials,70,24,Yes,Active,21.7,1638,393,No,Yes,10,13,168.0,4,2,Direct Debit,Yes,5,390.41,No,No,No,0.51,2,25.4,0.24,15,720
53,Female,Cork,Individual,SIM-only,Essentials,47,12,No,Active,62.7,1796,297,No,Yes,15,10,236.3,0,2,Direct Debit,Yes,0,109.39,No,No,Yes,0.09,3,13.8,0.45,22,360
40,Female,Dublin,Business,Prepay,Freedom,12,1,Yes,Active,50.3,405,292,No,Yes,25,6,260.2,2,3,Credit Card,No,2,435.64,No,No,No,0.52,3,6.9,0.34,-95,30
33,Male,Dublin,Individual,Prepay,Essentials,93,1,Yes,Active,87.2,2996,153,No,Yes,17,17,32.4,1,3,Debit Card,Yes,2,26.49,No,No,Yes,0.62,3,32.6,0.71,46,30
56,Male,Dublin,Individual,Prepay,Freedom,79,12,No,Active,8.1,2542,219,No,No,14,3,107.6,2,5,Debit Card,Yes,1,391.1,Yes,No,No,0.24,1,49.1,0.83,-25,360
62,Male,Dublin,Individual,Prepay,Freedom,64,0,Yes,Active,66.2,678,139,No,No,8,16,192.3,3,3,Credit Card,Yes,0,307.91,Yes,No,No,0.35,4,54.4,0.22,-11,283
59,Female,Dublin,Individual,Postpay,Freedom,10,1,Yes,Active,77.5,1270,467,No,Yes,11,18,11.4,0,2,Credit Card,No,3,157.6,No,No,No,0.5,1,29.3,0.95,56,30
56,Female,Dublin,Family,Postpay,Essentials,79,1,Yes,Active,77.2,1889,48,Yes,Yes,28,13,207.5,4,1,Direct Debit,Yes,1,360.47,No,No,Yes,0.34,3,34.9,0.68,22,30
31,Male,Other,Individual,Prepay,Freedom,54,1,No,Active,89.2,1547,141,No,No,26,9,158.9,3,3,Credit Card,Yes,1,391.18,No,No,No,0.32,0,54.6,0.22,-37,30
